repository,url,description,created_date,last_modified,stars,forks,aws_services,topics,solution_type,competency,customer_problems,solution_marketing,deployment_tools,deployment_level,deployment_readiness,primary_language,secondary_language,framework,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,genai_agentic,classification_method,classification_timestamp
"aws-samples/amazon-sagemaker-examples-jp","https://github.com/aws-samples/amazon-sagemaker-examples-jp","Japanese translation of Amazon SageMaker Examples and other original sample codes; which will be used in Amazon SageMaker hands-on workshops in Japan.","2019-03-11T17:10:26Z","2024-11-20T01:53:23Z","106","45","SageMaker","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","340","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:51.114144"
"aws-samples/cdk-assume-role-credential-plugin","https://github.com/aws-samples/cdk-assume-role-credential-plugin","Now that CDK V2 is [GA](https://aws.amazon.com/about-aws/whats-new/2021/12/aws-cloud-development-kit-cdk-generally-available/) I no longer recommend using this plugin. This plugin was originally created to fill a feature","2020-06-23T19:07:54Z","2025-07-21T16:01:24Z","106","26","CDK; IAM","","Innovation Catalysts","Security","Development Efficiency","foundation","CDK","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","96","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:52.916095"
"aws-samples/amazon-sagemaker-safe-deployment-pipeline","https://github.com/aws-samples/amazon-sagemaker-safe-deployment-pipeline","Safe blue/green deployment of Amazon SageMaker endpoints using AWS CodePipeline; CodeBuild and CodeDeploy.","2020-06-26T00:57:37Z","2025-04-07T19:26:17Z","106","237","API Gateway; CloudFormation; CodeBuild; CodeDeploy; CodePipeline","amazon-sagemaker; aws-cloudformation; aws-codepipeline","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","201","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:53.317325"
"aws-samples/amazon-eventbridge-resource-policy-samples","https://github.com/aws-samples/amazon-eventbridge-resource-policy-samples","Learn more about Amazon EventBridge resource policies and multi-account event bus topologies. This repo contains sample code for the AWS re:Invent 2020 session "Building event-driven applications with Amazon EventBridge" (https://youtu.be/Wk0FoXTUEjo) and the AWS Compute blog post "Simplifying cross-account access with Amazon EventBridge" (https://amzn.to/3o0Dcz4)","2020-11-18T02:02:36Z","2025-08-13T01:45:26Z","106","10","EventBridge; Lambda","aws; event-driven-architecture; eventbridge; lambda; serverless","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","74","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:53.635996"
"aws-samples/aws-iot-twinmaker-samples","https://github.com/aws-samples/aws-iot-twinmaker-samples","For a sample Digital Twin application highlighting an AI-assistant integration; check out our blog: [Building an AI Assistant for Smart Manufacturing with AWS IoT TwinMaker and Amazon Bedrock](https://aws.amazon.com/blogs/iot/building-an-ai-assistant-for-smart-manufacturing-with-aws-iot-twinmaker-an","2021-11-04T23:58:08Z","2025-10-23T15:48:58Z","106","79","Bedrock; CloudFormation; IAM; Kinesis; Lambda","","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","2","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:56.536346"
"aws-samples/aws-three-tier-web-architecture-workshop","https://github.com/aws-samples/aws-three-tier-web-architecture-workshop","This workshop is a hands-on walk through of a three-tier web architecture in AWS. We will be manually creating the necessary network; security; app; and database components and configurations in order to run this architecture in an available and scalable manner.","2022-02-09T20:12:23Z","2025-10-20T03:18:48Z","106","594","Aurora; EC2; ELB; RDS; S3","","Compliance Accelerators","General Development","Development Efficiency","compliance","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","6","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:57.576892"
"aws-samples/aws-bedrock-with-rag-and-react","https://github.com/aws-samples/aws-bedrock-with-rag-and-react","Prototyping Generative AI Use Cases with Amazon Bedrock and Langchain","2023-08-29T23:00:31Z","2025-09-25T13:25:56Z","106","39","Bedrock; CDK; S3","amazon-bedrock; aws; langchain; langchain-python; reactjs","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","30","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:57.940840"
"aws-samples/eb-locustio-sample","https://github.com/aws-samples/eb-locustio-sample","AWS Elastic Beanstalk sample code to run the load testing tool; locust.","2015-12-18T22:27:03Z","2024-12-17T09:37:24Z","105","60","CodeDeploy; EC2; IAM; VPC","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Ruby","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","313","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:58.664191"
"aws-samples/amazon-chime-react-native-demo","https://github.com/aws-samples/amazon-chime-react-native-demo","A React Native demo application for Android and iOS using the Amazon Chime SDK.","2020-04-07T15:33:22Z","2025-07-01T16:27:54Z","105","24","S3","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Objective-C","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","116","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:26:59.451566"
"aws-samples/aws-cognito-java-desktop-app","https://github.com/aws-samples/aws-cognito-java-desktop-app","Sample Java Desktop App with Cognito User Pools","2017-09-20T17:45:43Z","2025-09-13T20:09:28Z","104","77","Cognito","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","42","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:01.777723"
"aws-samples/amazon-eks-machine-learning-with-terraform-and-kubeflow","https://github.com/aws-samples/amazon-eks-machine-learning-with-terraform-and-kubeflow","MLOps on Amazon EKS","2018-12-27T21:28:41Z","2025-10-22T02:56:17Z","104","58","EKS","","Innovation Catalysts","General Development","Development Efficiency","foundation","Terraform","Production Ready","Beta Ready","HCL","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:02.470395"
"aws-samples/liveness-detection","https://github.com/aws-samples/liveness-detection","Backend and a JavaScript frontend of a liveness detection application.","2020-10-09T19:35:32Z","2025-08-28T04:30:54Z","104","40","CloudFront; CloudWatch; DynamoDB; Lambda; Rekognition","api-gateway; cloudfront; dynamodb; lambda; rekognition; s3; secrets-manager","Foundation Builders","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","59","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:02.830674"
"aws-samples/amazon-cloudwatch-auto-alarms","https://github.com/aws-samples/amazon-cloudwatch-auto-alarms","Automatically create and configure Amazon CloudWatch alarms for EC2 instances; RDS; and AWS Lambda using tags for standard and custom CloudWatch Metrics.","2020-10-13T23:02:45Z","2025-10-20T02:38:53Z","104","92","CloudWatch; EC2; Lambda; RDS; SNS","aws; aws-ec2; aws-lambda; aws-rds; cloudwatch; cloudwatch-alarms; cloudwatch-metrics; ec2; monitoring","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","6","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:03.273210"
"aws-samples/ecs-cid-sample","https://github.com/aws-samples/ecs-cid-sample","In this code provided with the blog; we will demonstrate how to use the draining state to update the AMI used by EC2 instances in your cluster by updating the launch configuration of your auto-scaling group. The process also ensures that the EC2 instances get the tasks drained the tasks launch on new container instance before termination occurs.","2016-12-28T17:50:56Z","2024-08-15T19:57:42Z","103","74","CloudFormation; EC2; ECS; Lambda; SNS","","Innovation Catalysts","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Multiple","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Legacy","436","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:04.018048"
"aws-samples/aws-code-snippets","https://github.com/aws-samples/aws-code-snippets","A collection of useful code snippets for interacting with Amazon Web Services","2017-10-28T06:29:35Z","2024-12-06T15:53:26Z","103","73","Athena; CloudFormation; CodeBuild; CodePipeline; DynamoDB","","Foundation Builders","Analytics","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Multiple","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","323","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:06.417662"
"aws-samples/amazon-fsx-workshop","https://github.com/aws-samples/amazon-fsx-workshop","A workshop for Amazon FSx - designed to help you better understand how to setup; configure; and get the best performance from an Amazon FSx file storage services (FSx for Lustre; FSx for Windows File Server; FSx for NetApp ONTAP; FSx for OpenZFS)","2018-10-26T17:33:06Z","2025-09-10T15:33:19Z","103","72","FSx","","Foundation Builders","General Development","Development Efficiency","setup","Manual","Production Ready","Beta Ready","Multiple","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","45","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:07.121215"
"aws-samples/communication-developer-services-reference-architectures","https://github.com/aws-samples/communication-developer-services-reference-architectures","AWS Amazon Pinpoint and Amazon Simple Email Service (SES) Digital User Engagement Reference Architectures with CloudFormation templates.","2020-02-28T00:21:47Z","2025-08-29T20:28:03Z","103","68","Athena; Bedrock; CloudFormation; S3","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","57","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:07.805805"
"aws-samples/sam-python-crud-sample","https://github.com/aws-samples/sam-python-crud-sample","This project is an example about lambda; SAM; dynamodb. This repository contains source code and supporting files for a serverless application that you can deploy with the SAM CLI. It includes the following files and folders.","2020-11-24T18:10:12Z","2025-07-20T13:26:07Z","103","57","API Gateway; DynamoDB; Lambda","aws; aws-sam-cli; crud; dynamodb; lambda; sam","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","97","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:08.226850"
"aws-samples/amazon-transcribe-post-call-analytics","https://github.com/aws-samples/amazon-transcribe-post-call-analytics","*Companion AWS blog post: [Post call analytics for your contact center with Amazon language AI services](http://www.amazon.com/post-call-analytics)* Your contact center connects your business to your community; enabling customers to order products; callers to request support; clients to make appoint","2021-08-25T14:07:23Z","2025-10-22T10:49:31Z","103","87","Batch; S3","","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:09.288364"
"aws-samples/jp-rag-sample","https://github.com/aws-samples/jp-rag-sample","このソリューションは AWS 上で検索用途の Retrieval Augmented Generation (RAG) を構築するサンプルコードです。","2023-07-31T12:56:07Z","2025-10-11T23:43:39Z","103","9","API Gateway; Bedrock; CDK; CloudFront; Cognito","","Foundation Builders","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","14","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:11.763263"
"aws-samples/aws-codedeploy-sample-tomcat","https://github.com/aws-samples/aws-codedeploy-sample-tomcat","A sample Tomcat application integrated with CodeDeploy.","2015-12-15T18:26:23Z","2025-08-13T11:14:22Z","102","1060","CodeDeploy","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","74","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:12.459510"
"aws-samples/aws-network-hub-for-terraform","https://github.com/aws-samples/aws-network-hub-for-terraform","This repository demonstrates a scalable; segregated; secured AWS network hub for multi-account organizations using Terraform.","2022-01-21T10:15:47Z","2025-09-16T13:02:17Z","102","24","IAM; Route53; VPC","amazon-web-services; automation; aws; aws-orga; centralised-networking; example; hashicorp; iac; iam; infrastructure-as-code; network; network-firewall; network-hub; ram; route53; route53-resolver; terraform; transit-gateway; vpc-endpoints; vpc-flowlogs","Foundation Builders","Security","Development Efficiency","foundation","Terraform","Production Ready","Beta Ready","HCL","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","39","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:12.844458"
"aws-samples/aws-lambda-nextjs","https://github.com/aws-samples/aws-lambda-nextjs","Sample application running Next.js application on Serverless services on AWS","2022-11-09T23:18:01Z","2025-08-09T17:13:26Z","102","13","API Gateway; CDK; CloudFront; Lambda; S3","","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","77","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:13.547216"
"aws-samples/aws-control-tower-controls-terraform","https://github.com/aws-samples/aws-control-tower-controls-terraform","This repository describes how to use AWS Control Tower controls; HashiCorp Terraform; and infrastructure as code (IaC) to implement and administer preventive; detective; and proactive security controls. A control (also known as a guardrail) is a high-level rule that provides ongoing governance for your overall AWS Control Tower environment.","2023-06-21T06:29:44Z","2025-10-19T01:11:36Z","102","33","General AWS","aws-control-tower; aws-organizations; cloud-native; compliance; compliance-as-code; governance; identity; infrastructure; infrastructure-as-code; management; security","Compliance Accelerators","General Development","Development Efficiency","compliance","Terraform","Production Ready","Beta Ready","HCL","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","7","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:13.893467"
"aws-samples/amazon-cognito-developer-authentication-sample","https://github.com/aws-samples/amazon-cognito-developer-authentication-sample","This sample application demonstrates the developer-authenticated functionality of Amazon Cognito. Use this sample in conjunction with the CognitoSyncDemo sample for [iOS](https://github.com/awslabs/aws-sdk-ios-samples/tree/master/CognitoSync-Sample/Objective-C) or [Android](https://github.com/awslab","2015-01-07T21:52:10Z","2025-08-13T11:12:48Z","101","47","CloudFormation; Cognito","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","74","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:16.722941"
"aws-samples/aws-mobile-appsync-events-starter-ios","https://github.com/aws-samples/aws-mobile-appsync-events-starter-ios","GraphQL starter application with Realtime and Offline functionality using AWS AppSync","2017-10-25T21:59:43Z","2025-05-25T15:08:12Z","101","41","DynamoDB","appsync; aws; graphql; ios; ios-swift; offline; real-time; realtime; swift; syncronization","Quick Wins","General Development","Time to Market","starter","Manual","Production Ready","Beta Ready","Swift","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","153","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:17.086701"
"aws-samples/amazon-kinesis-video-streams-media-viewer","https://github.com/aws-samples/amazon-kinesis-video-streams-media-viewer","View HLS and MPEG-DASH output from Amazon Kinesis Video Streams","2018-07-13T05:58:06Z","2025-10-09T17:40:40Z","101","92","Kinesis; S3","","Foundation Builders","Analytics","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","HTML","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","16","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:17.769008"
"aws-samples/aws-elastic-beanstalk-express-js-sample","https://github.com/aws-samples/aws-elastic-beanstalk-express-js-sample","Sample web application for the AWS DevOps Engineer Learning Path.","2020-09-19T17:19:10Z","2025-10-05T05:44:27Z","101","9337","General AWS","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","21","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:18.596595"
"aws-samples/terraform-aws-organization-policies","https://github.com/aws-samples/terraform-aws-organization-policies","Deploy SCPs; RCPs; and other AWS organization policies with Terraform","2023-02-15T20:40:06Z","2025-09-18T05:17:23Z","101","19","General AWS","aws; aws-organizations; rcp; scp; terraform","Foundation Builders","General Development","Development Efficiency","foundation","Terraform","Production Ready","Beta Ready","HCL","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","38","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:18.918490"
"aws-samples/networking-costs-calculator","https://github.com/aws-samples/networking-costs-calculator","Sample of a networking costs calculator; helping to estimate the networking costs such as Data Transfer; Transit Gateway Attachments; NAT Gateways etc.","2024-01-21T20:27:49Z","2025-10-15T05:39:05Z","101","13","CDK; CloudFront; DynamoDB; IAM; S3","aws-cost; nat-gateway; transit-gateway; vpc","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","11","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:20.984021"
"aws-samples/aws-lambda-docker-serverless-inference","https://github.com/aws-samples/aws-lambda-docker-serverless-inference","Serve scikit-learn; XGBoost; TensorFlow; and PyTorch models with AWS Lambda container images support.","2021-02-02T11:21:06Z","2025-04-13T20:12:56Z","100","19","Lambda; SageMaker","aws; aws-lambda; deep-java-library; djl; docker; huggingface; huggingface-transformers; inference; java; machine-learning; pytorch; pytorch-models; sagemaker; scikit-learn; serverless; serverless-application-model; tensor-flow; tensorflow; tensorflow-java; xgboost","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Development","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","195","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:21.339823"
"aws-samples/eks-kubeflow-workshop","https://github.com/aws-samples/eks-kubeflow-workshop","Kubeflow workshop on EKS. Mainly focus on AWS integration examples. Please go check kubeflow website http://kubeflow.org for other examples","2019-09-13T23:30:17Z","2025-09-23T08:55:33Z","99","56","ACM; Cognito; EFS; EKS; FSx","","Quick Wins","Security","Development Efficiency","starter","Manual","Production Ready","Development","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","33","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:22.037956"
"aws-samples/amazon-textract-transformer-pipeline","https://github.com/aws-samples/amazon-textract-transformer-pipeline","Post-process Amazon Textract results with Hugging Face transformer models for document understanding","2021-09-14T16:16:04Z","2025-08-25T22:04:56Z","99","23","Lambda; SageMaker; Step Functions; Textract","amazon-textract; document-analysis; huggingface-transformers; ocr","Foundation Builders","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Development","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","61","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:22.555722"
"aws-samples/intelligent-document-processing-with-amazon-bedrock","https://github.com/aws-samples/intelligent-document-processing-with-amazon-bedrock","🚀 Extract information from your documents with Generative AI","2024-10-26T08:15:30Z","2025-10-24T13:43:25Z","99","27","Bedrock; CDK; CloudFormation; ECS; IAM","","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Development","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","1","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:23.280109"
"aws-samples/opsworks-example-cookbooks","https://github.com/aws-samples/opsworks-example-cookbooks","AWS OpsWorks cookbooks used with the sample applications","2012-12-19T23:28:41Z","2024-01-20T17:54:14Z","98","141","General AWS","","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Development","Ruby","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Legacy","644","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:25.675830"
"aws-samples/amazon-a2i-sample-task-uis","https://github.com/aws-samples/amazon-a2i-sample-task-uis","Over 60 example task UIs for Amazon Augmented AI (A2I)","2019-12-04T20:46:38Z","2025-10-15T20:47:36Z","98","33","SageMaker","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Development","HTML","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","10","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:26.593506"
"aws-samples/aws-gamelift-and-serverless-backend-sample","https://github.com/aws-samples/aws-gamelift-and-serverless-backend-sample","DEPRECATED: Please refer to the website link for the latest version under AWS Game Backend Framework","2020-02-24T14:56:43Z","2025-09-30T09:27:29Z","98","27","Lambda","aws; cpp; gamelift; gameserver; serverless; unity3d","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","C#","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","26","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:26.916638"
"aws-samples/amazon-chime-sdk-recording-demo","https://github.com/aws-samples/amazon-chime-sdk-recording-demo","This repository contains resources for building a demo application that records media from Amazon Chime SDK meeting sessions. Included is a Docker image and serverless AWS CloudFormation templates that you can deploy to your AWS Account. The Walkthrough will show you how to create a container using ","2020-03-31T21:59:44Z","2025-09-21T17:28:36Z","98","63","API Gateway; CloudFormation; EC2; ECS; IAM","","Quick Wins","Security","Development Efficiency","starter","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","34","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:28.043177"
"aws-samples/aws-cdk-pipelines-datalake-infrastructure","https://github.com/aws-samples/aws-cdk-pipelines-datalake-infrastructure","This solution helps you deploy Data Lake Infrastructure on AWS using CDK Pipelines.","2021-06-15T20:19:53Z","2025-08-26T07:48:41Z","98","60","CDK; CodePipeline; S3","","Foundation Builders","DevOps","Development Efficiency","foundation","CDK","Production Ready","Development","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","61","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:28.772504"
"aws-samples/aws-lambda-sample-applications","https://github.com/aws-samples/aws-lambda-sample-applications","Sample code used to create serverless applications with AWS SAM in the Lambda console.","2019-09-13T18:40:21Z","2025-09-23T18:19:38Z","97","86","Lambda","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","32","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:31.234612"
"aws-samples/aws-security-services-with-terraform","https://github.com/aws-samples/aws-security-services-with-terraform","Code examples for the AWS Security Blog post: How to use CI/CD to deploy and configure AWS security services with Terraform","2019-09-30T22:05:59Z","2025-06-05T18:28:41Z","97","86","CodeBuild; CodePipeline; DynamoDB; IAM; S3","aws; aws-guardduty; aws-security-hub; aws-vpc; aws-waf; cicd; cis-benchmark; devops; devsecops; devsecops-pipeline; iac; secops; security-engineering; security-hub; terraform","Quick Wins","Security","Development Efficiency","starter","Terraform","Production Ready","Development","HCL","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","142","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:31.646231"
"aws-samples/aws-incident-response-playbooks-workshop","https://github.com/aws-samples/aws-incident-response-playbooks-workshop","This project is part of the workshop [Building Incident Response Playbooks for AWS](https://aws-incident-response-playbooks.workshop.aws). Follow the workshop directions for optimal use of this repository contents.","2021-08-05T21:53:55Z","2025-08-15T14:34:20Z","97","32","Athena; CDK; CloudFormation; CloudTrail; EC2","athena; aws; cloudtrail-logs; guardduty; incident-response; route53-query-logs; vpc-flow-logs","Foundation Builders","Analytics","Development Efficiency","foundation","Manual","Production Ready","Development","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","71","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:32.356712"
