repository,solution_type,competency,customer_problems,solution_marketing,primary_language,secondary_language,aws_services,deployment_tools,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,agentic_capabilities
aws-samples/dynamic-filtering-for-knowledge-bases-with-langchain,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/Cost-Anomaly-Detection-Resource-Insight,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/bedrock-agents-security-log-summarizer,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/Customed-RSS-feed-with-Amazon-Bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/rss-aggregator-using-cohere-embeddings-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (16 stars),Recently Updated,30,None
aws-samples/analytics-resource-hub,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (9 stars),Recently Updated,30,None
aws-samples/embed-genai-chat-into-react,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/multi-modal-examples-for-amazon-sagemaker,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/osa-virtualization-pipelines-sample,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/Build_a_computer_vision_based_asset_inventory_app_with_low_no_training,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/example-code-for-automation-with-amazon-ec2-auto-scaling,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Recently Updated,30,None
aws-samples/realtime-health-data-insights-dynamodb,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/amazon-q-business-for-sfdc-agentforce-samples,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/embodied-chess-demo-with-amazon-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Recently Updated,30,None
aws-samples/deploy-amazon-bedrock-agent-using-aws-sam,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/Dynamic-data-masking-in-Amazon-RDS-for-PostgreSQL-Amazon-Aurora-PostgreSQL-and-Babelfish-for-Aurora,Foundation Builders,DevOps,Development Efficiency,starter,PLpgSQL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/amazon-s3-contentmetadata,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/sample-use-of-php-sdk-to-get-temporary-credentials-with-amazon-cognito,Foundation Builders,DevOps,Development Efficiency,starter,PHP,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/embed-genai-chat-into-webpage,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/iot-device-defender-audit-extension,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/automated-devops-ai-toolkit,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (14 stars),Recently Updated,30,None
aws-samples/maximizing-secrets-management-with-aws-secrets-manager,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Recently Updated,30,None
aws-samples/terraform-aws-multi-account-pipeline,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (22 stars),Recently Updated,30,None
aws-samples/container-blog-sample-code,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/mmorpg-mockup-db-server,Foundation Builders,DevOps,Development Efficiency,starter,C#,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/maximizing-your-file-server-datas-potential-leveraging-amazonqs-nlp-on-amazon-fsx-for-windows,Foundation Builders,DevOps,Development Efficiency,starter,PowerShell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/esg-compliance-report-processor,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/HTCondorBaseline,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/how-to-automate-cloudwatch-logs-export-to-s3,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/example-proxy-cognito-external-oidc-idp-custom-authorization-parameters,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/next-generation-cdk-development-with-amazon-q-developer,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/rag-evaluation,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/Trusted-Mobile-Device-Request-Management-with-Edge-Compute,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/lambda-priming-crac-java-cdk,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Recently Updated,30,None
aws-samples/generative-ai-camera-demo,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (9 stars),Recently Updated,30,None
aws-samples/amazon-nova-samples,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (373 stars),Recently Updated,30,None
aws-samples/sample-using-aurora-dsql-with-aws-secrets-manager,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/q-business-custom-webapp,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/sample-well-architected-acceleration-with-generative-ai,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (79 stars),Recently Updated,30,None
aws-samples/aws-smart-product-onboarding,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (25 stars),Recently Updated,30,None
aws-samples/francis-genai-rag-chatbot,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (19 stars),Recently Updated,30,None
aws-samples/finetune-and-deploy-whisper-models,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/sagemaker-proxy-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/spark-code-interpreter,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/audio-summarization-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/Visualize-Amazon-WorkSpaces-Utilization-With-Amazon-QuickSight,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/paytechs-strategy-for-storing-a-backup-of-maven-code-artifacts-as-part-of-a-robust-dr-plan,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/amazon-stripe-eventdestination-integration,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/Time-series-forecasting-with-LLM-based-foundation-models-and-scalable-AIOps-on-AWS,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/sample-for-analyzing-cw-alarms,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (17 stars),Recently Updated,30,None
aws-samples/enable-bedrock-logging-using-cloudformation,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/large-scale-api-throttling,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Recently Updated,30,None
aws-samples/automating-q-business-user-group-assignment-sample,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/edge-compute-demo,Foundation Builders,DevOps,Development Efficiency,starter,C++,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/sample-agentic-frameworks-on-aws,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (188 stars),Recently Updated,30,None
aws-samples/Multi-Interface-Chatbot-using-Amazon-Q-and-Slack-with-CloudFront-Clickable-References,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (10 stars),Recently Updated,30,None
aws-samples/opensearch-glue-integration-patterns,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/financial-analysis-multi-agent-collaboration,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (34 stars),Recently Updated,30,None
aws-samples/track-fmeval-evaluation-using-mlflow,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/serverless-streaming-datastore-sample,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/enterprise-mobile-chat-assistant,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/llm-industrial-uns-builder,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/deploy-bluesky-pds-with-aws-cdk,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (19 stars),Recently Updated,30,None
aws-samples/sample-mcp-server-s3,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (66 stars),Recently Updated,30,None
aws-samples/Automate_OpenSearch_Cross-Cluster_Replication_for_Resilience_with_Sceptre_and_CloudFormation,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/connect-v2v-translation-with-cx-options,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (17 stars),Recently Updated,30,None
aws-samples/ai_powered_threat_intelligence,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/Constitutional-Chain-Demo,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Recently Updated,30,None
aws-samples/migrate-workflow-from-amazon-elastic-trancoder-to-aws-elemental-mediaconvert,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/mTLS-with-Application-Load-Balancer-in-Amazon-ECS,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (0 stars),Recently Updated,30,None
aws-samples/Archiving-RDBMs-for-cost-reduction,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/public-sector-bedrock-agents,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/cost-optim-slack-chatbot-genai-agent,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/cost-optimize-minecraft-server-on-ec2,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/solution-to-unzip-in-amazon-s3,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/Engagement-Database-And-Analytics-Sample-For-End-User-Messaging-And-SES,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/mlops-multi-account-deployment-cdk,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/aws-end-user-messaging-social-automation,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/messenger-app-amplify,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/visualize-and-gain-Insights-into-your-VPC-with-Amazon-Q-in-Amazon-QuickSight,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/genai-for-devops,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (27 stars),Recently Updated,30,None
aws-samples/healthcare-LLM-as-a-Judge,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/virtual-meteorologist-using-amazon-bedrock-agents,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/me-vmware-collector,Foundation Builders,DevOps,Development Efficiency,starter,PowerShell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/me-collector-anonymizer,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/eks-hybrid-examples,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/video-security-analysis-for-pam-using-generative-ai,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/aws-modernization-with-akuity,Foundation Builders,DevOps,Development Efficiency,starter,CSS,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/amplify-opensearch-serverless-integration,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/amlc-2024-tutorial-continuous-fine-tuning-compound-ai,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (14 stars),Recently Updated,30,None
aws-samples/aws-sample-building-multi-writer-applications-on-amazon-s3-using-native-controls,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/eks-access-controls-bedrock-agent,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/cloud-operations-best-practices,Foundation Builders,DevOps,Development Efficiency,starter,MDX,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (13 stars),Recently Updated,30,None
aws-samples/idp-invoice-automation-using-bedrock-data-automation-cdk,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/amazon-q-business-simplified-integration-of-enterprise-knowledge-bases-at-scale,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/allthings-bedrock-nova-models,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/sagemaker-ai-model-and-endpoint-deployment-pipeline-with-stepfunctions,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/Creating-s3-tagging-governance-across-aws-organization,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/genai-threat-mitigation-generator,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (15 stars),Recently Updated,30,None
aws-samples/sfc-ingestion-pipeline,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/aws-sustainability-conformance-pack,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/sample-using-alation-and-amazon-q,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/custom-attestation-multi-party-crypto-wallet-with-aws-nitro-enclave,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/speedup-llm-inference-with-medusa-framework-on-amazon-sagemaker,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/calculate-file-content-size-for-vector-db,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/amazon-chime-sdk-visual-media-applications,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
